model,loss,dice,iou,pixel_accuracy,parameter_count,training_seconds,best_val_dice,best_val_loss
scratch_unet,0.09044253329435985,0.9796595374743143,0.9604407151540121,0.9686779181162516,31030593,84.70980260008946,0.9836652080217997,0.08036860326925914
reference_repo_unet,0.1314002921183904,0.9813782374064127,0.9636785984039307,0.9713811874389648,31030593,105.65012030000798,0.9819858074188232,0.12852437794208527
