epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.6272101819515228,0.6315347273200023,0.5804090655182226,0.4005492031574249,0.9242659211158752,0.8596583008766174
2,0.4862220395356417,0.8100201681256294,0.7746820379048586,2.644775629043579,0.8830402692159017,0.792957623799642
3,0.7829608798027039,0.2732122721203162,0.25181691069682377,0.42746681968371075,2.7731145157972037e-10,2.7731145157972037e-10
4,0.38110537827014923,0.1549209827601632,0.12814915646311845,0.1969558447599411,0.8647456765174866,0.7728322744369507
5,0.07940893936902285,0.9565824389457702,0.9220313131809235,0.0911276564002037,0.9836652080217997,0.9679235418637594
6,0.12988717518746853,0.9783729553222656,0.9581582307815552,0.08036860326925914,0.9816048741340637,0.9639790058135986
