epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.6793079912662506,0.0418048037527868,0.025167962753660365,0.641030490398407,2.7731145157972037e-10,2.7731145157972037e-10
2,0.6307190358638763,2.725371400780219e-10,2.725371400780219e-10,0.573776384194692,2.7731145157972037e-10,2.7731145157972037e-10
3,0.5694770812988281,2.725371373024643e-10,2.725371373024643e-10,0.4769512414932251,2.7731145157972037e-10,2.7731145157972037e-10
4,0.42784745097160337,2.725371400780219e-10,2.725371400780219e-10,0.3033352295557658,2.7731145157972037e-10,2.7731145157972037e-10
5,0.27290457040071486,0.3825318982325566,0.3673098317779672,0.12852437794208527,0.9819858074188232,0.964713474114736
6,0.11380262039601803,0.9812384247779846,0.9634179472923279,0.1331802656253179,0.9721421798070272,0.9459537665049235
